id,cod_region,region,ccdd,departamento,ccpp,provincia,ccdi,distrito,cod_cen_pob,cen_pob,area,ruta,niv_ini_sel,niv_pri_sel,niv_sec_sel,resfin,orden_sec,tipo_sec,det_id,dir_niv_ini,dir_niv_pri,dir_niv_sec,es_director,es_docente,nombre,sel_area,ddir_g_002,ddir_g_010,p4_2_01_015_1,p4_2_01_015_2,p4_2_01_015_3,p4_2_01_015_4,p4_2_01_015_5,p4_2_01_015_6,p4_2_01_015_7,p4_2_01_015_8,p4_2_01_015_9,p4_2_01_015_10,p4_2_01_015_11,p4_2_01_016,p4_2_02_001,p4_2_02_001_1_1,p4_2_02_001_1_2,p4_2_02_001_1_3,p4_2_02_001_1_4,p4_2_02_001_1_5,p4_2_02_001_1_6,p4_2_02_001_1_7,p4_2_02_001_1_7_o,p4_2_05_001,p4_2_05_001_1,p4_2_05_001_2,p4_2_05_002_1,p4_2_05_002_2,p4_2_05_003,p4_2_05_005_a,p4_2_05_004,p4_2_05_005,p4_2_05_006,p4_2_05_007,p4_2_05_008,p4_2_05_009,p4_2_05_010,p4_2_06_001_1,p4_2_06_001_2,p4_2_06_001_3,p4_2_06_002_1,p4_2_06_002_2,p4_2_06_003,p4_2_06_006,p4_2_06_005,p4_2_06_004,p4_2_06_007,p4_2_06_007_1,p4_2_06_007_2,p4_2_06_008_1,p4_2_06_008_2,p4_2_06_009,p4_2_06_012,p4_2_06_011,p4_2_06_010,res_fin_sec,f_ex_doc_sec,f_ex_secc_sec
7952,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,07,SAN HILARION,533070,NUEVO EGIPTO,rural,015,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,HGE,1.masculino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,6,0,28,9,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,16,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,4.9025984,1.5226895
7953,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,549325,VISTA ALEGRE,rural,016,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,19,1.sí,1.sí,1.sí,1.sí,2.no,2.no,1.sí,2.no,,1.sí,6,0,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,19,0,12,4,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.1766236,.73089093
7953,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,549325,VISTA ALEGRE,rural,016,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B ANEXO,HGE,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,1.sí,2.no,1.sí,2.no,2.no,2.no,1.sí,11,2.no,,,,,,,,,1.sí,4,0,12,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,8,3,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.1766236,.73089093
7955,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,573512,EL PARAISO,rural,016,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,10,1.sí,1.sí,2.no,1.sí,2.no,2.no,1.sí,2.no,,1.sí,6,2,12,3,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,13,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,3.1516705,1.9577435
7962,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,09,TINGO DE PONASA,550835,NUEVA ESPERANZA,rural,016,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,2A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,11,1.sí,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,1.sí,13,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,11.766236,7.3089089
7964,22,SAN MARTIN,22,SAN MARTIN,07,PICOTA,09,TINGO DE PONASA,560489,PORVENIR,rural,016,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,15,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,9,3,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,15,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,1.sí,15,0,12,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.completa,3.268399,2.0302525
7969,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,111640,PORVENIR,urbana,003,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,26,1.sí,2.no,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,26,0,17,4,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,24,0,17,4,1.sí,3.muy poca frecuencia?,2.fácil?,2.Útil?,1.sí,22,10,17,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,21.24692,10.509597
7973,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,002,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,5,segundo,7,,,,0,1,E,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,25,0,20,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,25,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,25,0,20,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.completa,1.7782415,.58639401
7973,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,002,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,2,segundo,8,,,,0,1,B,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,23,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,23,0,20,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,23,0,20,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.sí,23,0,20,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.7782415,.58639401
7976,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,003,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,23,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,15,6,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,19,5,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,2.6331654,1.1164041
7976,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,003,0,0,nivel secundaria seleccionado,1.completa,3,segundo,3,,,,0,1,C,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,21,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,14,7,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,16,5,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,2.6331654,1.1164041
7977,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,001,0,0,nivel secundaria seleccionado,1.completa,5,segundo,3,,,,0,1,E,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,34,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,34,0,12,3,1.sí,2.poca frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,34,34,2,4,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.3877493,.45762509
7977,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,01,RIOJA,126782,RIOJA,urbana,001,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,36,1.sí,2.no,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,36,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,34,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,3.poco útil?,,,,,,,,,,1.completa,1.3877493,.45762509
7981,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,02,AWAJUN,119904,BAJO NARANJILLO,urbana,023,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,16,0,14,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,16,0,15,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.sí,16,0,14,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.completa,2.6789596,2.1201968
7981,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,02,AWAJUN,119904,BAJO NARANJILLO,urbana,023,0,0,nivel secundaria seleccionado,1.completa,3,segundo,3,,,,0,1,C,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,16,0,14,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,16,0,14,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,2.6789596,2.1201968
7983,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,02,AWAJUN,514649,RIO SORITOR,rural,002,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,1,segundo,6,,,,0,1,U,HGE,2.femenino,2.contratado,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,24,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,10,2,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,2.no,,,,,,,,,,,,,,,,,,1.completa,4.3047204,1.3369956
7987,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,03,ELIAS SOPLIN VARGAS,123824,SEGUNDA JERUSALEN,urbana,002,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,1.sí,25,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.sí,27,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.1122034,.44011307
7987,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,03,ELIAS SOPLIN VARGAS,123824,SEGUNDA JERUSALEN,urbana,002,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,4,segundo,3,,,,0,1,D,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,26,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,1.sí,26,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,1.1122034,.44011307
7988,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,03,ELIAS SOPLIN VARGAS,123824,SEGUNDA JERUSALEN,urbana,002,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,31,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,31,0,23,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,31,0,23,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,1.0167668,.40234759
7988,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,03,ELIAS SOPLIN VARGAS,123824,SEGUNDA JERUSALEN,urbana,002,0,0,nivel secundaria seleccionado,1.completa,4,segundo,3,,,,0,1,D,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,32,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,32,0,20,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,32,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.0167668,.40234759
7990,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,112028,NUEVA CAJAMARCA,urbana,001,0,0,nivel secundaria seleccionado,1.completa,5,segundo,4,,,,0,1,E,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,29,0,19,3,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,1.muy útil?,2.fácil?,1.sí,29,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,.94398737,.26681989
7990,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,112028,NUEVA CAJAMARCA,urbana,001,0,0,nivel secundaria seleccionado,1.completa,7,segundo,4,,,,0,1,G,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,26,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,26,0,19,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,26,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,.94398737,.26681989
7990,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,112028,NUEVA CAJAMARCA,urbana,001,0,0,nivel secundaria seleccionado,1.completa,2,segundo,5,,,,0,1,B,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,31,1.sí,2.no,2.no,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,31,0,19,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,31,0,19,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,.94398737,.26681989
7991,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,113560,NUEVO EDEN,urbana,002,nivel inicial seleccionado,0,nivel secundaria seleccionado,1.completa,1,segundo,6,,,,0,1,A,HGE,2.femenino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,24,0,28,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,28,0,28,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.5047183,1.2389362
7991,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,113560,NUEVO EDEN,urbana,002,nivel inicial seleccionado,0,nivel secundaria seleccionado,1.completa,3,segundo,7,,,,0,1,C,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,30,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,1.sí,9,0,28,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,30,0,28,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,2.5047183,1.2389362
7995,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,127448,NARANJILLO,urbana,023,0,0,nivel secundaria seleccionado,1.completa,3,segundo,2,,,,0,1,C,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,29,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,29,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,1.0100995,.36337206
7995,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,127448,NARANJILLO,urbana,023,0,0,nivel secundaria seleccionado,1.completa,6,segundo,3,,,,0,1,F,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,25,0,13,3,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,2.no,,,,,1.sí,25,0,13,3,2.no,,,,,,,,,,,,,1.completa,1.0100995,.36337206
7997,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,131420,LA UNION,urbana,001,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,18,1.sí,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,17,0,19,3,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,18,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,5.1996684,3.8579531
7997,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,131420,LA UNION,urbana,001,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,19,1.sí,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,18,0,19,3,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,19,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,5.1996684,3.8579531
8002,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,05,PARDO MIGUEL,126580,NARANJOS,urbana,001,0,0,nivel secundaria seleccionado,1.completa,4,segundo,2,,,,0,1,D,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,1.sí,2.no,2.no,2.no,2.no,16,2.no,,,,,,,,,1.sí,18,8,2,4,1.sí,3.muy poca frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,18,0,2,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.3512295,.59410977
8002,22,SAN MARTIN,22,SAN MARTIN,08,RIOJA,05,PARDO MIGUEL,126580,NARANJOS,urbana,001,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,19,1.sí,1.sí,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,19,0,26,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,19,0,26,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.3512295,.59410977
8014,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,018,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,HGE,1.masculino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,28,0,10,4,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,28,0,10,4,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,.94398737,.21973403
8014,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,018,0,0,nivel secundaria seleccionado,1.completa,9,segundo,2,,,,0,1,I,HGE,1.masculino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,29,0,10,4,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,29,0,10,4,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,.94398737,.21973403
8014,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,018,0,0,nivel secundaria seleccionado,1.completa,6,segundo,3,,,,0,1,F,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,28,0,10,4,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,28,0,10,4,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,.94398737,.21973403
8015,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,020,0,0,nivel secundaria seleccionado,1.completa,7,segundo,5,,,,0,1,G,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,26,0,20,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,29,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,.62932491,.26681989
8015,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,020,0,0,nivel secundaria seleccionado,1.completa,4,segundo,6,,,,0,1,D,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,30,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,30,0,20,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,30,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,30,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,.62932491,.26681989
8015,22,SAN MARTIN,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,121324,TARAPOTO,urbana,020,0,0,nivel secundaria seleccionado,1.completa,2,segundo,7,,,,0,1,B,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,28,10,20,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,28,8,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,28,5,20,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,.62932491,.26681989
